statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10,Gini Coefficient,allHouse,Own,Rent,% Houses Owned,% Houses Rented,w,b,a,h,% White,% Black,% Asian,% Hispanic
17,101,1,Census Tract 101,1,17031010100,,10100,31,0.509,2149,439,1710,0.204281061,0.795718939,43,43.5,7.9,8.6,0.43,0.435,0.079,0.086
17,102_01,1,Census Tract 102.01,1,17031010201,,10201,31,0.43,2475,931,1544,0.376161616,0.623838384,41.1,44.1,3.9,16,0.411,0.441,0.039,0.16
17,102_02,1,Census Tract 102.02,1,17031010202,,10202,31,0.462,1133,292,841,0.25772286,0.74227714,51.2,39.8,0,12.4,0.512,0.398,0,0.124
17,103,1,Census Tract 103,1,17031010300,,10300,31,0.434,2750,1059,1691,0.385090909,0.614909091,61.1,26.3,6.3,16.7,0.611,0.263,0.063,0.167
17,104,1,Census Tract 104,1,17031010400,,10400,31,0.487,1943,675,1268,0.347400926,0.652599074,73,16,6.4,14.6,0.73,0.16,0.064,0.146
17,105_01,1,Census Tract 105.01,1,17031010501,,10501,31,0.446,2286,508,1778,0.222222222,0.777777778,54.8,36.5,5.4,6.4,0.548,0.365,0.054,0.064
17,105_02,1,Census Tract 105.02,1,17031010502,,10502,31,0.578,1671,349,1322,0.208856972,0.791143028,65.3,20.5,5.7,11.1,0.653,0.205,0.057,0.111
17,105_03,1,Census Tract 105.03,1,17031010503,,10503,31,0.551,979,213,766,0.217568948,0.782431052,74.1,16.5,8.1,6.7,0.741,0.165,0.081,0.067
17,106,1,Census Tract 106,1,17031010600,,10600,31,0.462,2751,953,1798,0.346419484,0.653580516,58.7,23.6,6.5,19.8,0.587,0.236,0.065,0.198
17,107_01,1,Census Tract 107.01,1,17031010701,,10701,31,0.421,1494,766,728,0.512717537,0.487282463,64.6,17.9,1,27,0.646,0.179,0.01,0.27
17,107_02,1,Census Tract 107.02,1,17031010702,,10702,31,0.462,1936,470,1466,0.242768595,0.757231405,57.3,17.9,3,37.1,0.573,0.179,0.03,0.371
17,201,2,Census Tract 201,2,17031020100,,20100,31,0.418,1397,720,677,0.515390122,0.484609878,60,30.4,8.7,15.6,0.6,0.304,0.087,0.156
17,202,2,Census Tract 202,2,17031020200,,20200,31,0.402,2061,1677,384,0.813682678,0.186317322,63.8,13.5,20.1,5.7,0.638,0.135,0.201,0.057
17,203_01,2,Census Tract 203.01,2,17031020301,,20301,31,0.483,1819,1499,320,0.824079164,0.175920836,85.3,5,5.4,4.1,0.853,0.05,0.054,0.041
17,203_02,2,Census Tract 203.02,2,17031020302,,20302,31,0.343,1594,950,644,0.595984944,0.404015056,77.5,4.6,12.9,8.9,0.775,0.046,0.129,0.089
17,204,2,Census Tract 204,2,17031020400,,20400,31,0.438,1625,811,814,0.499076923,0.500923077,69.9,10.9,14.2,8.7,0.699,0.109,0.142,0.087
17,205,2,Census Tract 205,2,17031020500,,20500,31,0.435,1932,756,1176,0.391304348,0.608695652,44.4,14.7,23.7,22.8,0.444,0.147,0.237,0.228
17,206_01,2,Census Tract 206.01,2,17031020601,,20601,31,0.495,1754,698,1056,0.397947548,0.602052452,57.6,4.5,15,21.2,0.576,0.045,0.15,0.212
17,206_02,2,Census Tract 206.02,2,17031020602,,20602,31,0.405,1486,672,814,0.452220727,0.547779273,48.2,10.5,18.9,26.6,0.482,0.105,0.189,0.266
17,207_01,2,Census Tract 207.01,2,17031020701,,20701,31,0.35,644,415,229,0.644409938,0.355590062,64.9,0.5,18.3,15.1,0.649,0.005,0.183,0.151
17,207_02,2,Census Tract 207.02,2,17031020702,,20702,31,0.436,2354,998,1356,0.423959218,0.576040782,58.2,4.4,31.4,10.6,0.582,0.044,0.314,0.106
17,208_01,2,Census Tract 208.01,2,17031020801,,20801,31,0.369,1986,936,1050,0.471299094,0.528700906,66.6,3.6,15.7,25.9,0.666,0.036,0.157,0.259
17,208_02,2,Census Tract 208.02,2,17031020802,,20802,31,0.393,2115,871,1244,0.411820331,0.588179669,44.3,11.8,30.2,19.3,0.443,0.118,0.302,0.193
17,209_01,2,Census Tract 209.01,2,17031020901,,20901,31,0.383,2043,901,1142,0.441018111,0.558981889,45.4,15.9,21.2,26.1,0.454,0.159,0.212,0.261
17,209_02,2,Census Tract 209.02,2,17031020902,,20902,31,0.404,1449,928,521,0.640441684,0.359558316,54.5,15.2,19.1,13.5,0.545,0.152,0.191,0.135
17,301_01,77,Census Tract 301.01,77,17031030101,,30101,31,0.5,2210,958,1252,0.433484163,0.566515837,58.5,23.7,10.1,16.2,0.585,0.237,0.101,0.162
17,301_02,77,Census Tract 301.02,77,17031030102,,30102,31,0.52,2005,886,1119,0.441895262,0.558104738,56.2,22.2,15.1,6.6,0.562,0.222,0.151,0.066
17,301_03,77,Census Tract 301.03,77,17031030103,,30103,31,0.46,1152,311,841,0.269965278,0.730034722,59.9,28.1,11.2,10.9,0.599,0.281,0.112,0.109
17,301_04,77,Census Tract 301.04,77,17031030104,,30104,31,0.511,1176,472,704,0.401360544,0.598639456,60.5,20.1,14.1,10.3,0.605,0.201,0.141,0.103
17,302,77,Census Tract 302,77,17031030200,,30200,31,0.413,2595,1174,1421,0.452408478,0.547591522,75.7,11.3,4.5,7.7,0.757,0.113,0.045,0.077
17,303,77,Census Tract 303,77,17031030300,,30300,31,0.473,1347,426,921,0.316258352,0.683741648,70.5,7.3,10.5,22.2,0.705,0.073,0.105,0.222
17,304,77,Census Tract 304,77,17031030400,,30400,31,0.481,1368,525,843,0.38377193,0.61622807,68.1,10.2,7.9,13.4,0.681,0.102,0.079,0.134
17,305,77,Census Tract 305,77,17031030500,,30500,31,0.454,2866,1356,1510,0.473133287,0.526866713,72.6,6.2,8.7,22.1,0.726,0.062,0.087,0.221
17,306_01,77,Census Tract 306.01,77,17031030601,,30601,31,0.522,2019,789,1230,0.390787519,0.609212481,60.7,22.6,11.6,12.2,0.607,0.226,0.116,0.122
17,306_03,77,Census Tract 306.03,77,17031030603,,30603,31,0.431,1354,105,1249,0.077548006,0.922451994,53,38.1,7.3,6,0.53,0.381,0.073,0.06
17,306_04,77,Census Tract 306.04,77,17031030604,,30604,31,0.409,1935,538,1397,0.278036176,0.721963824,52.9,25.9,18.3,3.4,0.529,0.259,0.183,0.034
17,307_01,77,Census Tract 307.01,77,17031030701,,30701,31,0.413,969,219,750,0.226006192,0.773993808,67.9,20.6,10,0,0.679,0.206,0.1,0
17,307_02,77,Census Tract 307.02,77,17031030702,,30702,31,0.328,1086,835,251,0.768876611,0.231123389,81,0,17.3,9.3,0.81,0,0.173,0.093
17,307_03,77,Census Tract 307.03,77,17031030703,,30703,31,0.546,1688,564,1124,0.334123223,0.665876777,67.9,19.9,8.1,5.8,0.679,0.199,0.081,0.058
17,307_06,77,Census Tract 307.06,77,17031030706,,30706,31,0.457,2333,854,1479,0.366052293,0.633947707,66.3,14.5,13.5,8.3,0.663,0.145,0.135,0.083
17,308,77,Census Tract 308,77,17031030800,,30800,31,0.512,2069,893,1176,0.431609473,0.568390527,85.8,0.7,8.1,7.3,0.858,0.007,0.081,0.073
17,309,77,Census Tract 309,77,17031030900,,30900,31,0.425,1377,676,701,0.490922295,0.509077705,77.6,4.9,11.3,10.7,0.776,0.049,0.113,0.107
17,310,3,Census Tract 310,3,17031031000,,31000,31,0.438,1775,731,1044,0.411830986,0.588169014,79.2,3.5,3.7,17.9,0.792,0.035,0.037,0.179
17,311,3,Census Tract 311,3,17031031100,,31100,31,0.456,2137,556,1581,0.260177819,0.739822181,71.2,2.1,16.2,14.8,0.712,0.021,0.162,0.148
17,312,3,Census Tract 312,3,17031031200,,31200,31,0.57,2902,674,2228,0.232253618,0.767746382,38.9,36.9,12.7,11.3,0.389,0.369,0.127,0.113
17,313,3,Census Tract 313,3,17031031300,,31300,31,0.495,3567,1299,2268,0.364171573,0.635828427,54.3,17.1,23.4,8.5,0.543,0.171,0.234,0.085
17,314,3,Census Tract 314,3,17031031400,,31400,31,0.465,3235,2160,1075,0.667697063,0.332302937,82.8,5.3,6.6,4.5,0.828,0.053,0.066,0.045
17,315_01,3,Census Tract 315.01,3,17031031501,,31501,31,0.527,1773,222,1551,0.125211506,0.874788494,39,25.5,27,10.2,0.39,0.255,0.27,0.102
17,315_02,3,Census Tract 315.02,3,17031031502,,31502,31,0.524,2412,352,2060,0.145936982,0.854063018,44.3,38.8,7.8,12.9,0.443,0.388,0.078,0.129
17,317,3,Census Tract 317,3,17031031700,,31700,31,0.514,3687,1176,2511,0.318958503,0.681041497,63,21.2,7.1,13.9,0.63,0.212,0.071,0.139
17,318,3,Census Tract 318,3,17031031800,,31800,31,0.508,986,397,589,0.402636917,0.597363083,86.3,1.2,8.8,12,0.863,0.012,0.088,0.12
17,319,3,Census Tract 319,3,17031031900,,31900,31,0.489,1294,385,909,0.297527048,0.702472952,71.7,8.3,8.6,11.5,0.717,0.083,0.086,0.115
17,321,3,Census Tract 321,3,17031032100,,32100,31,0.481,4339,1152,3187,0.265498963,0.734501037,70.8,14.5,7.7,11.2,0.708,0.145,0.077,0.112
17,401,4,Census Tract 401,4,17031040100,,40100,31,0.426,1690,879,811,0.520118343,0.479881657,76.2,4.1,6.9,17.8,0.762,0.041,0.069,0.178
17,402_01,4,Census Tract 402.01,4,17031040201,,40201,31,0.444,2514,918,1596,0.365155131,0.634844869,75.9,1.9,8.5,15.3,0.759,0.019,0.085,0.153
17,402_02,4,Census Tract 402.02,4,17031040202,,40202,31,0.402,2679,1127,1552,0.420679358,0.579320642,59.7,8.4,25.8,10.9,0.597,0.084,0.258,0.109
17,403,4,Census Tract 403,4,17031040300,,40300,31,0.421,1031,705,326,0.683802134,0.316197866,60.7,6.4,26.5,13.1,0.607,0.064,0.265,0.131
17,404_01,4,Census Tract 404.01,4,17031040401,,40401,31,0.422,1303,789,514,0.60552571,0.39447429,80.1,4.9,5.7,12.1,0.801,0.049,0.057,0.121
17,404_02,4,Census Tract 404.02,4,17031040402,,40402,31,0.456,2450,931,1519,0.38,0.62,88.7,4.2,2,7.5,0.887,0.042,0.02,0.075
17,406,4,Census Tract 406,4,17031040600,,40600,31,0.433,1271,458,813,0.360346184,0.639653816,77.3,1.4,6.7,14.1,0.773,0.014,0.067,0.141
17,407,4,Census Tract 407,4,17031040700,,40700,31,0.484,1585,608,977,0.383596215,0.616403785,82.9,2,7.8,13.8,0.829,0.02,0.078,0.138
17,408,4,Census Tract 408,4,17031040800,,40800,31,0.37,730,318,412,0.435616438,0.564383562,82.9,0,5.3,10.7,0.829,0,0.053,0.107
17,409,4,Census Tract 409,4,17031040900,,40900,31,0.447,1010,345,665,0.341584158,0.658415842,88.8,0.9,6,8.5,0.888,0.009,0.06,0.085
17,501,5,Census Tract 501,5,17031050100,,50100,31,0.475,1143,427,716,0.373578303,0.626421697,86.2,3.4,8.7,2,0.862,0.034,0.087,0.02
17,502,5,Census Tract 502,5,17031050200,,50200,31,0.496,2214,1186,1028,0.535682023,0.464317977,81.9,2.8,7.7,15,0.819,0.028,0.077,0.15
17,503,5,Census Tract 503,5,17031050300,,50300,31,0.357,1095,680,415,0.621004566,0.378995434,88.9,0,1.6,8.3,0.889,0,0.016,0.083
17,505,5,Census Tract 505,5,17031050500,,50500,31,0.421,2194,1171,1023,0.53372835,0.46627165,96.3,0.5,1.5,7.5,0.963,0.005,0.015,0.075
17,506,5,Census Tract 506,5,17031050600,,50600,31,0.416,899,422,477,0.469410456,0.530589544,91,1.2,4.3,5,0.91,0.012,0.043,0.05
17,507,5,Census Tract 507,5,17031050700,,50700,31,0.405,721,457,264,0.633841886,0.366158114,93.1,2.2,0,7.8,0.931,0.022,0,0.078
17,508,5,Census Tract 508,5,17031050800,,50800,31,0.554,573,304,269,0.530541012,0.469458988,93.5,0,1,16.1,0.935,0,0.01,0.161
17,509,5,Census Tract 509,5,17031050900,,50900,31,0.526,680,319,361,0.469117647,0.530882353,90.4,0,6.8,2.4,0.904,0,0.068,0.024
17,510,5,Census Tract 510,5,17031051000,,51000,31,0.45,652,294,358,0.450920245,0.549079755,78.2,0,12.6,11,0.782,0,0.126,0.11
17,511,5,Census Tract 511,5,17031051100,,51100,31,0.466,728,304,424,0.417582418,0.582417582,85.7,5.1,4.1,10.7,0.857,0.051,0.041,0.107
17,512,5,Census Tract 512,5,17031051200,,51200,31,0.516,758,362,396,0.477572559,0.522427441,91.3,2.2,5.3,7.7,0.913,0.022,0.053,0.077
17,513,5,Census Tract 513,5,17031051300,,51300,31,0.395,1153,832,321,0.721595837,0.278404163,95.2,0,3.6,4.4,0.952,0,0.036,0.044
17,514,5,Census Tract 514,5,17031051400,,51400,31,0.499,1011,519,492,0.513353116,0.486646884,70.7,17.3,5.3,12.8,0.707,0.173,0.053,0.128
17,601,6,Census Tract 601,6,17031060100,,60100,31,0.419,1309,695,614,0.530939649,0.469060351,91.6,3.7,2.2,10.5,0.916,0.037,0.022,0.105
17,602,6,Census Tract 602,6,17031060200,,60200,31,0.438,1101,304,797,0.276112625,0.723887375,80.1,1.5,5.5,17.2,0.801,0.015,0.055,0.172
17,603,6,Census Tract 603,6,17031060300,,60300,31,0.395,1337,720,617,0.538519073,0.461480927,95.5,1.1,3.4,2.7,0.955,0.011,0.034,0.027
17,604,6,Census Tract 604,6,17031060400,,60400,31,0.492,1615,803,812,0.497213622,0.502786378,95.3,0,1.5,11,0.953,0,0.015,0.11
17,605,6,Census Tract 605,6,17031060500,,60500,31,0.627,748,204,544,0.272727273,0.727272727,91.6,1.9,6.6,7.6,0.916,0.019,0.066,0.076
17,608,6,Census Tract 608,6,17031060800,,60800,31,0.417,3177,1861,1316,0.585772742,0.414227258,86.1,1.6,10.6,4.5,0.861,0.016,0.106,0.045
17,609,6,Census Tract 609,6,17031060900,,60900,31,0.448,4679,2121,2558,0.453301988,0.546698012,76.2,8.1,11.2,7.5,0.762,0.081,0.112,0.075
17,610,6,Census Tract 610,6,17031061000,,61000,31,0.509,907,378,529,0.416758545,0.583241455,86.7,1,3.7,8.6,0.867,0.01,0.037,0.086
17,611,6,Census Tract 611,6,17031061100,,61100,31,0.383,592,207,385,0.349662162,0.650337838,97,0,3,3.5,0.97,0,0.03,0.035
17,612,6,Census Tract 612,6,17031061200,,61200,31,0.489,924,401,523,0.433982684,0.566017316,93.1,1.3,4.4,2.9,0.931,0.013,0.044,0.029
17,615,6,Census Tract 615,6,17031061500,,61500,31,0.421,876,270,606,0.308219178,0.691780822,95.2,0,4,3.7,0.952,0,0.04,0.037
17,618,6,Census Tract 618,6,17031061800,,61800,31,0.39,683,141,542,0.206442167,0.793557833,85.2,1.3,7.9,10.1,0.852,0.013,0.079,0.101
17,619_01,6,Census Tract 619.01,6,17031061901,,61901,31,0.492,2679,975,1704,0.363941769,0.636058231,79.5,6.8,6.9,15.8,0.795,0.068,0.069,0.158
17,619_02,6,Census Tract 619.02,6,17031061902,,61902,31,0.56,2778,791,1987,0.284737221,0.715262779,83.8,6.8,6.8,5,0.838,0.068,0.068,0.05
17,620,6,Census Tract 620,6,17031062000,,62000,31,0.438,1528,447,1081,0.292539267,0.707460733,90.1,2.5,4.6,9.6,0.901,0.025,0.046,0.096
17,621,6,Census Tract 621,6,17031062100,,62100,31,0.481,1593,595,998,0.373509102,0.626490898,83.4,0,11,11.5,0.834,0,0.11,0.115
17,622,6,Census Tract 622,6,17031062200,,62200,31,0.385,1468,632,836,0.430517711,0.569482289,86.9,0.5,7.4,9.5,0.869,0.005,0.074,0.095
17,623,6,Census Tract 623,6,17031062300,,62300,31,0.428,784,348,436,0.443877551,0.556122449,96,0,4,4.7,0.96,0,0.04,0.047
17,624,6,Census Tract 624,6,17031062400,,62400,31,0.543,747,340,407,0.455153949,0.544846051,88.2,0.4,7.1,8.2,0.882,0.004,0.071,0.082
17,625,6,Census Tract 625,6,17031062500,,62500,31,0.413,667,384,283,0.575712144,0.424287856,93,1.5,4.2,6.7,0.93,0.015,0.042,0.067
17,626,6,Census Tract 626,6,17031062600,,62600,31,0.518,952,606,346,0.636554622,0.363445378,92.3,0.8,5.9,3.2,0.923,0.008,0.059,0.032
17,627,6,Census Tract 627,6,17031062700,,62700,31,0.475,1206,572,634,0.474295191,0.525704809,92.1,0.7,1.9,7.1,0.921,0.007,0.019,0.071
17,628,6,Census Tract 628,6,17031062800,,62800,31,0.478,1568,741,827,0.472576531,0.527423469,85.5,5.9,4.5,4.3,0.855,0.059,0.045,0.043
17,629,6,Census Tract 629,6,17031062900,,62900,31,0.465,1946,928,1018,0.476875642,0.523124358,97.6,0.6,0.6,4.4,0.976,0.006,0.006,0.044
17,630,6,Census Tract 630,6,17031063000,,63000,31,0.576,1912,483,1429,0.252615063,0.747384937,87.1,5,4.9,3.5,0.871,0.05,0.049,0.035
17,631,6,Census Tract 631,6,17031063100,,63100,31,0.502,1378,314,1064,0.227866473,0.772133527,84.2,3.4,9.3,7.5,0.842,0.034,0.093,0.075
17,632,6,Census Tract 632,6,17031063200,,63200,31,0.452,4092,1287,2805,0.314516129,0.685483871,83.6,1.8,8.9,9.3,0.836,0.018,0.089,0.093
17,633_01,6,Census Tract 633.01,6,17031063301,,63301,31,0.435,1760,305,1455,0.173295455,0.826704545,70.6,12.2,13.8,5.6,0.706,0.122,0.138,0.056
17,633_02,6,Census Tract 633.02,6,17031063302,,63302,31,0.478,2767,952,1815,0.344054933,0.655945067,87.5,1,10.5,3.4,0.875,0.01,0.105,0.034
17,633_03,6,Census Tract 633.03,6,17031063303,,63303,31,0.474,1200,488,712,0.406666667,0.593333333,92.1,1.1,6.8,0,0.921,0.011,0.068,0
17,634,6,Census Tract 634,6,17031063400,,63400,31,0.568,1172,366,806,0.312286689,0.687713311,83.9,9.7,5.8,5.9,0.839,0.097,0.058,0.059
17,701_01,7,Census Tract 701.01,7,17031070101,,70101,31,0.585,2601,1171,1430,0.450211457,0.549788543,83.9,5.5,9.4,1.8,0.839,0.055,0.094,0.018
17,701_02,7,Census Tract 701.02,7,17031070102,,70102,31,0.413,1550,569,981,0.367096774,0.632903226,77,5.8,12.8,9,0.77,0.058,0.128,0.09
17,701_03,7,Census Tract 701.03,7,17031070103,,70103,31,0.46,1219,180,1039,0.147662018,0.852337982,83.8,2.6,13.5,3.5,0.838,0.026,0.135,0.035
17,702,7,Census Tract 702,7,17031070200,,70200,31,0.552,2050,844,1206,0.411707317,0.588292683,86.2,4.1,7.4,1.2,0.862,0.041,0.074,0.012
17,703,7,Census Tract 703,7,17031070300,,70300,31,0.505,1555,735,820,0.47266881,0.52733119,89.1,1.9,5.5,3.5,0.891,0.019,0.055,0.035
17,704,7,Census Tract 704,7,17031070400,,70400,31,0.579,1618,693,925,0.428306551,0.571693449,88.2,5.9,2.5,6.5,0.882,0.059,0.025,0.065
17,705,7,Census Tract 705,7,17031070500,,70500,31,0.516,1226,657,569,0.53588907,0.46411093,94.5,0,5.5,1.6,0.945,0,0.055,0.016
17,706,7,Census Tract 706,7,17031070600,,70600,31,0.514,1219,891,328,0.730926989,0.269073011,95.7,0.7,0.9,2.7,0.957,0.007,0.009,0.027
17,707,7,Census Tract 707,7,17031070700,,70700,31,0.482,1262,715,547,0.566561014,0.433438986,80.3,6.6,5.5,8.2,0.803,0.066,0.055,0.082
17,710,7,Census Tract 710,7,17031071000,,71000,31,0.518,1135,530,605,0.466960352,0.533039648,90.5,2.7,2.8,3.8,0.905,0.027,0.028,0.038
17,711,7,Census Tract 711,7,17031071100,,71100,31,0.6,1131,545,586,0.481874447,0.518125553,95.7,0,3.5,3,0.957,0,0.035,0.03
17,712,7,Census Tract 712,7,17031071200,,71200,31,0.599,1077,537,540,0.498607242,0.501392758,84.9,8.9,6.2,5.2,0.849,0.089,0.062,0.052
17,713,7,Census Tract 713,7,17031071300,,71300,31,0.57,2108,1155,953,0.547912713,0.452087287,88.9,3.9,6.3,1.7,0.889,0.039,0.063,0.017
17,714,7,Census Tract 714,7,17031071400,,71400,31,0.55,2794,1026,1768,0.367215462,0.632784538,87.5,1.7,5.2,4.3,0.875,0.017,0.052,0.043
17,715,7,Census Tract 715,7,17031071500,,71500,31,0.516,3629,1527,2102,0.420777074,0.579222926,88.8,6.8,3,3.3,0.888,0.068,0.03,0.033
17,716,7,Census Tract 716,7,17031071600,,71600,31,0.492,845,526,319,0.622485207,0.377514793,87.2,4.6,5.4,5.1,0.872,0.046,0.054,0.051
17,717,7,Census Tract 717,7,17031071700,,71700,31,0.487,807,543,264,0.672862454,0.327137546,74.6,9.9,15.5,3.7,0.746,0.099,0.155,0.037
17,718,7,Census Tract 718,7,17031071800,,71800,31,0.597,1183,801,382,0.677092139,0.322907861,83.2,12.8,4,1.5,0.832,0.128,0.04,0.015
17,801,8,Census Tract 801,8,17031080100,,80100,31,0.595,3760,2222,1538,0.590957447,0.409042553,91.7,2.3,5.2,1.5,0.917,0.023,0.052,0.015
17,802_01,8,Census Tract 802.01,8,17031080201,,80201,31,0.491,2430,1653,777,0.680246914,0.319753086,89.5,2.3,6.2,4,0.895,0.023,0.062,0.04
17,802_02,8,Census Tract 802.02,8,17031080202,,80202,31,0.536,2174,1497,677,0.688592456,0.311407544,88.7,4.6,5.7,6.2,0.887,0.046,0.057,0.062
17,803,8,Census Tract 803,8,17031080300,,80300,31,0.467,2534,1490,1044,0.588003157,0.411996843,83.2,10.9,5.2,5.9,0.832,0.109,0.052,0.059
17,804,8,Census Tract 804,8,17031080400,,80400,31,0.648,2006,548,1458,0.273180459,0.726819541,30.7,60.8,5.7,3.2,0.307,0.608,0.057,0.032
17,810,8,Census Tract 810,8,17031081000,,81000,31,0.602,4477,717,3760,0.160151887,0.839848113,72.7,15.1,10.7,4,0.727,0.151,0.107,0.04
17,811,8,Census Tract 811,8,17031081100,,81100,31,0.612,2589,704,1885,0.27191966,0.72808034,78.4,11.9,6.3,3.5,0.784,0.119,0.063,0.035
17,812_01,8,Census Tract 812.01,8,17031081201,,81201,31,0.61,2352,1303,1049,0.553996599,0.446003401,83.5,3,12.2,0.5,0.835,0.03,0.122,0.005
17,812_02,8,Census Tract 812.02,8,17031081202,,81202,31,0.658,1878,1420,458,0.756123536,0.243876464,89.2,0,4.5,4.5,0.892,0,0.045,0.045
17,813,8,Census Tract 813,8,17031081300,,81300,31,0.589,3480,2365,1115,0.679597701,0.320402299,86.8,4.5,8.6,3.2,0.868,0.045,0.086,0.032
17,814_01,8,Census Tract 814.01,8,17031081401,,81401,31,0.632,1475,848,627,0.574915254,0.425084746,73.8,12.3,10.9,2.1,0.738,0.123,0.109,0.021
17,814_02,8,Census Tract 814.02,8,17031081402,,81402,31,0.515,2513,1217,1296,0.484281735,0.515718265,82,1.3,13.9,5.8,0.82,0.013,0.139,0.058
17,814_03,8,Census Tract 814.03,8,17031081403,Small unpopulated area in CA 32,81403,31,0.509,3793,1630,2163,0.429738993,0.570261007,71.4,3.2,22.4,5.4,0.714,0.032,0.224,0.054
17,815,8,Census Tract 815,8,17031081500,,81500,31,0.622,2873,1378,1495,0.479638009,0.520361991,86.5,1.4,12,2.9,0.865,0.014,0.12,0.029
17,816,8,Census Tract 816,8,17031081600,,81600,31,0.495,2277,754,1523,0.331137462,0.668862538,79.2,0.8,10.5,4.3,0.792,0.008,0.105,0.043
17,817,8,Census Tract 817,8,17031081700,,81700,31,0.565,1566,559,1007,0.356960409,0.643039591,79.7,4.8,11,8.6,0.797,0.048,0.11,0.086
17,818,8,Census Tract 818,8,17031081800,,81800,31,0.449,3835,2456,1379,0.64041721,0.35958279,79.7,2.8,13.9,2.5,0.797,0.028,0.139,0.025
17,819,8,Census Tract 819,8,17031081900,,81900,31,0.631,584,187,397,0.320205479,0.679794521,49.3,42.5,8.2,2.9,0.493,0.425,0.082,0.029
17,901,9,Census Tract 901,9,17031090100,,90100,31,0.358,1294,1173,121,0.906491499,0.093508501,97,0,1.9,7.1,0.97,0,0.019,0.071
17,902,9,Census Tract 902,9,17031090200,Partially outside City Boundary,90200,31,0.399,2848,2158,690,0.757724719,0.242275281,94.8,0,1.7,2.5,0.948,0,0.017,0.025
17,903,9,Census Tract 903,9,17031090300,Partially outside City Boundary,90300,31,0.365,575,535,40,0.930434783,0.069565217,98.6,0,1.4,0,0.986,0,0.014,0
17,1001,10,Census Tract 1001,10,17031100100,,100100,31,0.386,2202,1244,958,0.564940963,0.435059037,87.2,0.6,3.5,15.4,0.872,0.006,0.035,0.154
17,1002,10,Census Tract 1002,10,17031100200,,100200,31,0.38,2930,2184,746,0.745392491,0.254607509,90,1.3,1.6,10.3,0.9,0.013,0.016,0.103
17,1003,10,Census Tract 1003,10,17031100300,,100300,31,0.519,2543,1922,621,0.755800236,0.244199764,96,0,1.9,4.3,0.96,0,0.019,0.043
17,1004,10,Census Tract 1004,10,17031100400,,100400,31,0.362,1237,1170,67,0.945836702,0.054163298,91.4,0,4,8.2,0.914,0,0.04,0.082
17,1005,10,Census Tract 1005,10,17031100500,,100500,31,0.354,2211,1899,312,0.858887381,0.141112619,91.2,0,4,10.3,0.912,0,0.04,0.103
17,1006,10,Census Tract 1006,10,17031100600,,100600,31,0.434,1825,1389,436,0.76109589,0.23890411,87,0,6,10.5,0.87,0,0.06,0.105
17,1007,10,Census Tract 1007,10,17031100700,,100700,31,0.358,1857,1662,195,0.894991922,0.105008078,89.7,0,5.9,6.9,0.897,0,0.059,0.069
17,1101,11,Census Tract 1101,11,17031110100,,110100,31,0.385,1957,1336,621,0.682677568,0.317322432,84.7,0.9,4.6,14.5,0.847,0.009,0.046,0.145
17,1102,11,Census Tract 1102,11,17031110200,,110200,31,0.39,1145,698,447,0.609606987,0.390393013,94.8,0,2.2,7.7,0.948,0,0.022,0.077
17,1103,11,Census Tract 1103,11,17031110300,,110300,31,0.357,1865,1719,146,0.921715818,0.078284182,89.1,0,7.9,10.5,0.891,0,0.079,0.105
17,1104,11,Census Tract 1104,11,17031110400,,110400,31,0.425,1938,1163,775,0.600103199,0.399896801,83.8,0.8,4.1,17.9,0.838,0.008,0.041,0.179
17,1105_01,11,Census Tract 1105.01,11,17031110501,,110501,31,0.334,1722,1209,513,0.702090592,0.297909408,83.4,1.3,5.1,18.4,0.834,0.013,0.051,0.184
17,1105_02,11,Census Tract 1105.02,11,17031110502,,110502,31,0.377,1439,1024,415,0.711605281,0.288394719,84.6,0,2.8,18.7,0.846,0,0.028,0.187
17,1201,12,Census Tract 1201,12,17031120100,,120100,31,0.435,1547,1468,79,0.94893342,0.05106658,91.7,1,2.4,10.2,0.917,0.01,0.024,0.102
17,1202,12,Census Tract 1202,12,17031120200,,120200,31,0.419,1591,1397,194,0.878064111,0.121935889,84.8,0.6,12.1,5.3,0.848,0.006,0.121,0.053
17,1203,12,Census Tract 1203,12,17031120300,,120300,31,0.448,2387,2063,324,0.864264767,0.135735233,81.7,2.3,13.8,7.2,0.817,0.023,0.138,0.072
17,1204,12,Census Tract 1204,12,17031120400,,120400,31,0.407,1274,943,331,0.740188383,0.259811617,73.7,0,10,25.6,0.737,0,0.1,0.256
17,1301,13,Census Tract 1301,13,17031130100,,130100,31,0.508,1853,1202,651,0.64867782,0.35132218,74.4,2.6,20.7,5.7,0.744,0.026,0.207,0.057
17,1302,13,Census Tract 1302,13,17031130200,,130200,31,0.533,651,535,116,0.821812596,0.178187404,86.3,6.3,5.2,6.8,0.863,0.063,0.052,0.068
17,1303,13,Census Tract 1303,13,17031130300,,130300,31,0.425,1809,964,845,0.5328911,0.4671089,57.3,1.2,28.7,17,0.573,0.012,0.287,0.17
17,1401,14,Census Tract 1401,14,17031140100,,140100,31,0.427,1071,290,781,0.270774977,0.729225023,42.9,5.1,18.5,37.5,0.429,0.051,0.185,0.375
