statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10,Gini Coefficient,allHouse,Own,Rent,% Houses Owned,% Houses Rented,w,b,a,h,% White,% Black,% Asian,% Hispanic
17,6719,67,Census Tract 6719,67,17031671900,,671900,31,0.471,370,243,127,0.656756757,0.343243243,0,100,0,0,0,1,0,0
17,6720,67,Census Tract 6720,67,17031672000,,672000,31,0.38,1163,849,314,0.730008598,0.269991402,1.6,96.1,0,1.5,0.016,0.961,0,0.015
17,6805,68,Census Tract 6805,68,17031680500,,680500,31,0.509,504,225,279,0.446428571,0.553571429,2.2,96.6,0,3.4,0.022,0.966,0,0.034
17,6806,68,Census Tract 6806,68,17031680600,,680600,31,0.558,542,167,375,0.308118081,0.691881919,0,100,0,0,0,1,0,0
17,6809,68,Census Tract 6809,68,17031680900,,680900,31,0.536,1669,281,1388,0.16836429,0.83163571,1.3,98.4,0,2.3,0.013,0.984,0,0.023
17,6810,68,Census Tract 6810,68,17031681000,,681000,31,0.494,1184,377,807,0.318412162,0.681587838,2.2,97,0,0.8,0.022,0.97,0,0.008
17,6811,68,Census Tract 6811,68,17031681100,,681100,31,0.523,1350,521,829,0.385925926,0.614074074,0,100,0,0,0,1,0,0
17,6812,68,Census Tract 6812,68,17031681200,,681200,31,0.505,937,270,667,0.288153682,0.711846318,0,98.1,0,0,0,0.981,0,0
17,6813,68,Census Tract 6813,68,17031681300,,681300,31,0.585,952,239,713,0.25105042,0.74894958,0,100,0,0,0,1,0,0
17,6814,68,Census Tract 6814,68,17031681400,,681400,31,0.646,1132,426,706,0.376325088,0.623674912,1,99,0,0,0.01,0.99,0,0
17,6903,69,Census Tract 6903,69,17031690300,,690300,31,0.615,809,101,708,0.124845488,0.875154512,0,99,0,1.1,0,0.99,0,0.011
17,6904,69,Census Tract 6904,69,17031690400,,690400,31,0.453,1561,430,1131,0.275464446,0.724535554,0,99.4,0.6,2.5,0,0.994,0.006,0.025
17,6905,69,Census Tract 6905,69,17031690500,,690500,31,0.378,468,187,281,0.39957265,0.60042735,0,100,0,0,0,1,0,0
17,6909,69,Census Tract 6909,69,17031690900,,690900,31,0.429,1964,762,1202,0.387983707,0.612016293,0.4,98.1,0,2.2,0.004,0.981,0,0.022
17,6910,69,Census Tract 6910,69,17031691000,,691000,31,0.414,1138,584,554,0.513181019,0.486818981,0,98.3,0,0,0,0.983,0,0
17,6911,69,Census Tract 6911,69,17031691100,,691100,31,0.465,1327,365,962,0.275056518,0.724943482,1.4,98.6,0,0.7,0.014,0.986,0,0.007
17,6912,69,Census Tract 6912,69,17031691200,,691200,31,0.536,1015,287,728,0.282758621,0.717241379,0,100,0,0,0,1,0,0
17,6913,69,Census Tract 6913,69,17031691300,,691300,31,0.38,1127,625,502,0.554569654,0.445430346,0,100,0,0.8,0,1,0,0.008
17,6914,69,Census Tract 6914,69,17031691400,,691400,31,0.494,1448,823,625,0.568370166,0.431629834,3.6,95.9,0.6,1,0.036,0.959,0.006,0.01
17,6915,69,Census Tract 6915,69,17031691500,,691500,31,0.43,794,264,530,0.332493703,0.667506297,3,94.8,0,2,0.03,0.948,0,0.02
17,7001,70,Census Tract 7001,70,17031700100,,700100,31,0.364,955,733,222,0.767539267,0.232460733,16,68.6,0,17.5,0.16,0.686,0,0.175
17,7002,70,Census Tract 7002,70,17031700200,,700200,31,0.359,1828,1567,261,0.857221007,0.142778993,36.8,21.7,0.5,53.2,0.368,0.217,0.005,0.532
17,7003_01,70,Census Tract 7003.01,70,17031700301,,700301,31,0.369,1708,1486,222,0.870023419,0.129976581,53,16,0.9,44.6,0.53,0.16,0.009,0.446
17,7003_02,70,Census Tract 7003.02,70,17031700302,,700302,31,0.374,1741,1605,136,0.921883975,0.078116025,52.6,23.7,2.8,27.1,0.526,0.237,0.028,0.271
17,7004_01,70,Census Tract 7004.01,70,17031700401,,700401,31,0.332,1761,1649,112,0.936399773,0.063600227,21.1,60.9,0.7,22.7,0.211,0.609,0.007,0.227
17,7004_02,70,Census Tract 7004.02,70,17031700402,,700402,31,0.353,1385,1350,35,0.974729242,0.025270758,24.6,68,0,9.7,0.246,0.68,0,0.097
17,7005_01,70,Census Tract 7005.01,70,17031700501,,700501,31,0.314,2474,2149,325,0.868633791,0.131366209,8.8,87.6,0.7,3.1,0.088,0.876,0.007,0.031
17,7005_02,70,Census Tract 7005.02,70,17031700502,,700502,31,0.383,1143,992,151,0.867891514,0.132108486,10.8,89.2,0,0,0.108,0.892,0,0
17,7101,71,Census Tract 7101,71,17031710100,,710100,31,0.572,466,135,331,0.289699571,0.710300429,3.2,95.1,0,0,0.032,0.951,0,0
17,7102,71,Census Tract 7102,71,17031710200,,710200,31,0.469,1940,501,1439,0.258247423,0.741752577,1.2,98.8,0,0.7,0.012,0.988,0,0.007
17,7103,71,Census Tract 7103,71,17031710300,,710300,31,0.442,574,158,416,0.275261324,0.724738676,0,100,0,0,0,1,0,0
17,7104,71,Census Tract 7104,71,17031710400,,710400,31,0.406,2038,1218,820,0.59764475,0.40235525,0,99.4,0.6,0,0,0.994,0.006,0
17,7105,71,Census Tract 7105,71,17031710500,,710500,31,0.498,1687,525,1162,0.31120332,0.68879668,0,98.9,0,0,0,0.989,0,0
17,7106,71,Census Tract 7106,71,17031710600,,710600,31,0.496,745,302,443,0.405369128,0.594630872,0,100,0,0,0,1,0,0
17,7107,71,Census Tract 7107,71,17031710700,,710700,31,0.443,1211,527,684,0.435177539,0.564822461,0,100,0,0,0,1,0,0
17,7108,71,Census Tract 7108,71,17031710800,,710800,31,0.437,1763,686,1077,0.389109472,0.610890528,0,97.4,0,0,0,0.974,0,0
17,7109,71,Census Tract 7109,71,17031710900,,710900,31,0.475,674,408,266,0.605341246,0.394658754,0,98.1,0,1.9,0,0.981,0,0.019
17,7110,71,Census Tract 7110,71,17031711000,,711000,31,0.429,1223,678,545,0.554374489,0.445625511,1.8,96.4,0,0.8,0.018,0.964,0,0.008
17,7111,71,Census Tract 7111,71,17031711100,,711100,31,0.453,1066,571,495,0.53564728,0.46435272,0,100,0,1.2,0,1,0,0.012
17,7112,71,Census Tract 7112,71,17031711200,,711200,31,0.383,2003,1517,486,0.757363954,0.242636046,2.4,96.6,0,0,0.024,0.966,0,0
17,7113,71,Census Tract 7113,71,17031711300,,711300,31,0.507,564,358,206,0.634751773,0.365248227,0,95.9,1.4,2.7,0,0.959,0.014,0.027
17,7114,71,Census Tract 7114,71,17031711400,,711400,31,0.368,872,670,202,0.768348624,0.231651376,0,99.2,0,0.8,0,0.992,0,0.008
17,7115,71,Census Tract 7115,71,17031711500,,711500,31,0.458,873,674,199,0.772050401,0.227949599,0,100,0,0,0,1,0,0
17,7201,72,Census Tract 7201,72,17031720100,,720100,31,0.391,1391,1372,19,0.986340762,0.013659238,64.9,34.4,0,4.5,0.649,0.344,0,0.045
17,7202,72,Census Tract 7202,72,17031720200,,720200,31,0.432,1586,1126,460,0.709962169,0.290037831,34.4,64.3,0,0.8,0.344,0.643,0,0.008
17,7203,72,Census Tract 7203,72,17031720300,,720300,31,0.381,1346,1296,50,0.962852897,0.037147103,71.4,27.7,0,1.9,0.714,0.277,0,0.019
17,7204,72,Census Tract 7204,72,17031720400,,720400,31,0.313,905,808,97,0.89281768,0.10718232,96.5,3.5,0,2.4,0.965,0.035,0,0.024
17,7205,72,Census Tract 7205,72,17031720500,,720500,31,0.374,782,741,41,0.947570332,0.052429668,100,0,0,10.9,1,0,0,0.109
17,7206,72,Census Tract 7206,72,17031720600,,720600,31,0.411,613,528,85,0.861337684,0.138662316,79.6,20.4,0,0,0.796,0.204,0,0
17,7207,72,Census Tract 7207,72,17031720700,,720700,31,0.442,1400,724,676,0.517142857,0.482857143,39.6,58.9,1.5,1.4,0.396,0.589,0.015,0.014
17,7301,73,Census Tract 7301,73,17031730100,,730100,31,0.366,936,761,175,0.813034188,0.186965812,0,99.3,0.7,0,0,0.993,0.007,0
17,7302_01,73,Census Tract 7302.01,73,17031730201,,730201,31,0.416,2373,934,1439,0.393594606,0.606405394,0,100,0,0,0,1,0,0
17,7302_02,73,Census Tract 7302.02,73,17031730202,,730202,31,0.45,1054,846,208,0.802656546,0.197343454,3.7,94.8,0,2.6,0.037,0.948,0,0.026
17,7303,73,Census Tract 7303,73,17031730300,,730300,31,0.394,427,246,181,0.576112412,0.423887588,0,89.9,0,0,0,0.899,0,0
17,7304,73,Census Tract 7304,73,17031730400,,730400,31,0.422,1399,1088,311,0.777698356,0.222301644,2.4,97.6,0,0.9,0.024,0.976,0,0.009
17,7305,73,Census Tract 7305,73,17031730500,,730500,31,0.347,1647,1334,313,0.809957498,0.190042502,0,98.5,0,1.2,0,0.985,0,0.012
17,7306,73,Census Tract 7306,73,17031730600,,730600,31,0.366,1296,1053,243,0.8125,0.1875,0.5,98.7,0,0,0.005,0.987,0,0
17,7307,73,Census Tract 7307,73,17031730700,,730700,31,0.36,684,560,124,0.81871345,0.18128655,0,94.6,0,0,0,0.946,0,0
17,7401,74,Census Tract 7401,74,17031740100,,740100,31,0.405,1193,999,194,0.837384744,0.162615256,96.6,0,0,7.3,0.966,0,0,0.073
17,7402,74,Census Tract 7402,74,17031740200,,740200,31,0.291,2015,2015,0,1,0,96.5,1.7,0,3.2,0.965,0.017,0,0.032
17,7403,74,Census Tract 7403,74,17031740300,,740300,31,0.366,1734,1641,93,0.946366782,0.053633218,99.3,0,0,1.4,0.993,0,0,0.014
17,7404,74,Census Tract 7404,74,17031740400,,740400,31,0.338,1772,1267,505,0.715011287,0.284988713,76.6,21.9,0,6.2,0.766,0.219,0,0.062
17,7501,75,Census Tract 7501,75,17031750100,,750100,31,0.452,1528,1026,502,0.671465969,0.328534031,2,94.5,0,0.5,0.02,0.945,0,0.005
17,7502,75,Census Tract 7502,75,17031750200,,750200,31,0.451,1113,816,297,0.733153639,0.266846361,35.3,59.6,0,5.6,0.353,0.596,0,0.056
17,7503,75,Census Tract 7503,75,17031750300,,750300,31,0.303,903,759,144,0.840531561,0.159468439,86,14,0,2.2,0.86,0.14,0,0.022
17,7504,75,Census Tract 7504,75,17031750400,,750400,31,0.321,1153,1015,138,0.880312229,0.119687771,76.8,21.9,0,0,0.768,0.219,0,0
17,7505,75,Census Tract 7505,75,17031750500,,750500,31,0.487,1926,1340,586,0.695742471,0.304257529,21.3,73.1,2.8,2,0.213,0.731,0.028,0.02
17,7506,75,Census Tract 7506,75,17031750600,,750600,31,0.426,1381,1082,299,0.783490224,0.216509776,0.5,97.5,0.9,0,0.005,0.975,0.009,0
17,7608_01,76,Census Tract 7608.01,76,17031760801,,760801,31,0.342,1949,528,1421,0.270908158,0.729091842,77.7,3.2,13.4,10.3,0.777,0.032,0.134,0.103
17,7608_02,76,Census Tract 7608.02,76,17031760802,,760802,31,0.355,1073,913,160,0.850885368,0.149114632,93.7,0,5.2,5.5,0.937,0,0.052,0.055
17,7608_03,76,Census Tract 7608.03,76,17031760803,,760803,31,0.398,2745,1401,1344,0.510382514,0.489617486,87.4,1.6,5.7,9.5,0.874,0.016,0.057,0.095
17,7706_02,76,Census Tract 7706.02,76,17031770602,Partially outside City Boundary,770602,31,0.434,1613,780,833,0.483570986,0.516429014,60.4,1.9,10.5,34.9,0.604,0.019,0.105,0.349
17,7709_02,76,Census Tract 7709.02,76,17031770902,Partially outside City Boundary (almost all),770902,31,0.368,1696,1145,551,0.675117925,0.324882075,90.9,0,4,7.4,0.909,0,0.04,0.074
17,8104,10,Census Tract 8104,10,17031810400,Partially outside City Boundary,810400,31,0.463,1943,1770,173,0.910962429,0.089037571,92.5,0.5,5.1,9.5,0.925,0.005,0.051,0.095
17,8214_02,53,Census Tract 8214.02,53,17031821402,Partially outside City Boundary (almost all),821402,31,0.355,1375,931,444,0.677090909,0.322909091,7.4,92.6,0,0,0.074,0.926,0,0
17,8233_04,75,Census Tract 8233.04,75,17031823304,Partially outside City Boundary,823304,31,0.388,2366,1597,769,0.674978867,0.325021133,80.6,11.5,3.8,10.8,0.806,0.115,0.038,0.108
17,8305,30,Census Tract 8305,30,17031830500,,830500,31,0.358,979,663,316,0.677221655,0.322778345,44.5,0,0,93,0.445,0,0,0.93
17,8306,1,Census Tract 8306,1,17031830600,,830600,31,0.428,1832,623,1209,0.340065502,0.659934498,65.4,19.3,3.2,23,0.654,0.193,0.032,0.23
17,8307,3,Census Tract 8307,3,17031830700,,830700,31,0.508,1706,570,1136,0.334114889,0.665885111,54.2,26.9,6.7,9.1,0.542,0.269,0.067,0.091
17,8308,4,Census Tract 8308,4,17031830800,,830800,31,0.404,1389,188,1201,0.135349172,0.864650828,81.6,6.8,4.8,8.2,0.816,0.068,0.048,0.082
17,8309,22,Census Tract 8309,22,17031830900,,830900,31,0.414,1244,551,693,0.442926045,0.557073955,76,5.7,3.9,31.8,0.76,0.057,0.039,0.318
17,8310,22,Census Tract 8310,22,17031831000,Small area in CA 24,831000,31,0.427,1156,685,471,0.592560554,0.407439446,86,0,10.9,4.1,0.86,0,0.109,0.041
17,8311,21,Census Tract 8311,21,17031831100,,831100,31,0.408,2623,1208,1415,0.460541365,0.539458635,56.5,4,7.4,50.2,0.565,0.04,0.074,0.502
17,8312,20,Census Tract 8312,20,17031831200,,831200,31,0.408,1359,580,779,0.4267844,0.5732156,37.5,6.8,0,86.9,0.375,0.068,0,0.869
17,8313,25,Census Tract 8313,25,17031831300,,831300,31,0.281,394,296,98,0.751269036,0.248730964,16,60.9,7.9,25.9,0.16,0.609,0.079,0.259
17,8314,25,Census Tract 8314,25,17031831400,,831400,31,0.531,1062,282,780,0.265536723,0.734463277,15.3,69.4,5.3,12,0.153,0.694,0.053,0.12
17,8315,19,Census Tract 8315,19,17031831500,,831500,31,0.393,1237,750,487,0.606305578,0.393694422,49,6,5.8,46.3,0.49,0.06,0.058,0.463
17,8316,18,Census Tract 8316,18,17031831600,,831600,31,0.475,2345,1175,1170,0.501066098,0.498933902,58.8,10.7,1.8,47,0.588,0.107,0.018,0.47
17,8317,15,Census Tract 8317,15,17031831700,,831700,31,0.366,763,444,319,0.581913499,0.418086501,65.9,1.4,8.7,33.7,0.659,0.014,0.087,0.337
17,8318,13,Census Tract 8318,13,17031831800,,831800,31,0.411,2186,950,1236,0.434583715,0.565416285,47.5,2.2,30.5,20.6,0.475,0.022,0.305,0.206
17,8319,6,Census Tract 8319,6,17031831900,,831900,31,0.358,1314,615,699,0.46803653,0.53196347,95.1,0,4.9,3.8,0.951,0,0.049,0.038
17,8320,6,Census Tract 8320,6,17031832000,,832000,31,0.388,953,469,484,0.492130115,0.507869885,91.1,1.6,2.5,11.2,0.911,0.016,0.025,0.112
17,8321,6,Census Tract 8321,6,17031832100,,832100,31,0.524,1775,607,1168,0.341971831,0.658028169,70.9,12.2,7.3,13.5,0.709,0.122,0.073,0.135
17,8322,22,Census Tract 8322,22,17031832200,,832200,31,0.463,1561,620,941,0.397181294,0.602818706,92.2,1.4,1.6,16.1,0.922,0.014,0.016,0.161
17,8323,22,Census Tract 8323,22,17031832300,,832300,31,0.434,1003,423,580,0.421734796,0.578265204,95.1,0,3.8,12.3,0.951,0,0.038,0.123
17,8324,22,Census Tract 8324,22,17031832400,,832400,31,0.472,1267,592,675,0.467245462,0.532754538,71.7,5.2,2.7,34.9,0.717,0.052,0.027,0.349
17,8325,7,Census Tract 8325,7,17031832500,,832500,31,0.629,1495,707,788,0.472909699,0.527090301,83.4,6.4,3.5,8.8,0.834,0.064,0.035,0.088
17,8326,7,Census Tract 8326,7,17031832600,,832600,31,0.504,1914,1252,662,0.654127482,0.345872518,94.5,1.7,2.2,1.1,0.945,0.017,0.022,0.011
17,8329,28,Census Tract 8329,28,17031832900,,832900,31,0.645,1192,337,855,0.282718121,0.717281879,65.9,6.7,21.8,9.9,0.659,0.067,0.218,0.099
17,8330,28,Census Tract 8330,28,17031833000,,833000,31,0.481,1382,904,478,0.654124457,0.345875543,80.4,12.3,6.4,2,0.804,0.123,0.064,0.02
17,8331,28,Census Tract 8331,28,17031833100,,833100,31,0.453,3275,2249,1026,0.686717557,0.313282443,75.5,11.5,10.6,3.7,0.755,0.115,0.106,0.037
17,8333,28,Census Tract 8333,28,17031833300,,833300,31,0.51,898,331,567,0.368596882,0.631403118,69.5,2.7,26.1,8.4,0.695,0.027,0.261,0.084
17,8339,46,Census Tract 8339,46,17031833900,,833900,31,0.478,763,259,504,0.339449541,0.660550459,37.6,40.6,0,52.4,0.376,0.406,0,0.524
17,8340,49,Census Tract 8340,49,17031834000,,834000,31,0.396,1357,370,987,0.27266028,0.72733972,0,97.4,0,0,0,0.974,0,0
17,8342,43,Census Tract 8342,43,17031834200,,834200,31,0.439,2013,764,1249,0.379533035,0.620466965,0.9,96.6,2.5,0,0.009,0.966,0.025,0
17,8343,45,Census Tract 8343,45,17031834300,,834300,31,0.378,2555,1790,765,0.700587084,0.299412916,0.7,98.5,0,0,0.007,0.985,0,0
17,8344,42,Census Tract 8344,42,17031834400,,834400,31,0.468,1381,659,722,0.477190442,0.522809558,5.6,88.7,0,5.4,0.056,0.887,0,0.054
17,8345,40,Census Tract 8345,40,17031834500,,834500,31,0.471,494,123,371,0.248987854,0.751012146,2,96.6,0,2,0.02,0.966,0,0.02
17,8346,68,Census Tract 8346,68,17031834600,,834600,31,0.555,1321,461,860,0.348978047,0.651021953,1.4,97.9,0,0,0.014,0.979,0,0
17,8347,68,Census Tract 8347,68,17031834700,,834700,31,0.507,727,323,404,0.444291609,0.555708391,0,100,0,0,0,1,0,0
17,8348,68,Census Tract 8348,68,17031834800,,834800,31,0.44,799,245,554,0.306633292,0.693366708,0,100,0,0,0,1,0,0
17,8349,67,Census Tract 8349,67,17031834900,,834900,31,0.476,863,226,637,0.261877173,0.738122827,0,99.2,0,0,0,0.992,0,0
17,8350,66,Census Tract 8350,66,17031835000,,835000,31,0.455,1688,626,1062,0.370853081,0.629146919,9.4,73.6,0.5,22.3,0.094,0.736,0.005,0.223
17,8351,63,Census Tract 8351,63,17031835100,,835100,31,0.375,1253,739,514,0.589784517,0.410215483,39.7,27.2,1.1,64,0.397,0.272,0.011,0.64
17,8352,56,Census Tract 8352,56,17031835200,,835200,31,0.416,632,464,168,0.734177215,0.265822785,79.7,7.1,3.5,24.7,0.797,0.071,0.035,0.247
17,8355,37,Census Tract 8355,37,17031835500,,835500,31,0.422,714,226,488,0.316526611,0.683473389,3.4,89.6,1.3,2.4,0.034,0.896,0.013,0.024
17,8356,37,Census Tract 8356,37,17031835600,,835600,31,0.478,405,164,241,0.404938272,0.595061728,1.7,98.3,0,1.7,0.017,0.983,0,0.017
17,8357,38,Census Tract 8357,38,17031835700,,835700,31,-,0,0,0,0,0,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
17,8358,38,Census Tract 8358,38,17031835800,,835800,31,0.504,571,323,248,0.565674256,0.434325744,1.9,98.1,0,0,0.019,0.981,0,0
17,8359,38,Census Tract 8359,38,17031835900,,835900,31,0.568,1272,380,892,0.298742138,0.701257862,1,95,0,4,0.01,0.95,0,0.04
17,8360,38,Census Tract 8360,38,17031836000,,836000,31,0.566,898,433,465,0.482182628,0.517817372,2.4,95.2,0,1.1,0.024,0.952,0,0.011
17,8361,40,Census Tract 8361,40,17031836100,,836100,31,0.477,699,254,445,0.363376252,0.636623748,3.4,96.6,0,3.4,0.034,0.966,0,0.034
17,8362,41,Census Tract 8362,41,17031836200,,836200,31,0.474,171,77,94,0.450292398,0.549707602,93,0,7,0,0.93,0,0.07,0
17,8363,41,Census Tract 8363,41,17031836300,,836300,31,0.641,529,255,274,0.482041588,0.517958412,20,69,4.3,5.1,0.2,0.69,0.043,0.051
17,8364,36,Census Tract 8364,36,17031836400,,836400,31,0.596,1495,449,1046,0.300334448,0.699665552,4.2,93.8,0,2.9,0.042,0.938,0,0.029
17,8365,36,Census Tract 8365,36,17031836500,,836500,31,0.465,581,67,514,0.115318417,0.884681583,6.9,93.1,0,0,0.069,0.931,0,0
17,8366,23,Census Tract 8366,23,17031836600,,836600,31,0.551,933,301,632,0.32261522,0.67738478,34.4,40.8,0,50.7,0.344,0.408,0,0.507
17,8367,23,Census Tract 8367,23,17031836700,,836700,31,0.574,865,200,665,0.231213873,0.768786127,6.2,83.6,3.4,10.3,0.062,0.836,0.034,0.103
17,8368,27,Census Tract 8368,27,17031836800,,836800,31,0.675,840,189,651,0.225,0.775,6,94,0,1.3,0.06,0.94,0,0.013
17,8369,27,Census Tract 8369,27,17031836900,,836900,31,0.44,464,144,320,0.310344828,0.689655172,8.2,91.8,0,0,0.082,0.918,0,0
17,8370,27,Census Tract 8370,27,17031837000,,837000,31,0.581,843,153,690,0.181494662,0.818505338,1.1,91.6,2.6,3.8,0.011,0.916,0.026,0.038
17,8371,27,Census Tract 8371,27,17031837100,,837100,31,0.499,797,435,362,0.545796738,0.454203262,14.2,75.8,4,5,0.142,0.758,0.04,0.05
17,8373,27,Census Tract 8373,27,17031837300,,837300,31,0.414,567,178,389,0.313932981,0.686067019,6.7,87.5,4.2,1.9,0.067,0.875,0.042,0.019
17,8374,27,Census Tract 8374,27,17031837400,,837400,31,0.523,588,155,433,0.263605442,0.736394558,4.3,91.7,1.4,2.7,0.043,0.917,0.014,0.027
17,8378,28,Census Tract 8378,28,17031837800,,837800,31,0.459,911,200,711,0.219538968,0.780461032,14.6,82.7,1.8,1,0.146,0.827,0.018,0.01
17,8380,28,Census Tract 8380,28,17031838000,,838000,31,0.538,1237,347,890,0.280517381,0.719482619,12.9,72.9,4.9,5.8,0.129,0.729,0.049,0.058
17,8381,28,Census Tract 8381,28,17031838100,,838100,31,0.526,1114,179,935,0.160682226,0.839317774,21.4,54.2,17.5,6.6,0.214,0.542,0.175,0.066
17,8382,28,Census Tract 8382,28,17031838200,,838200,31,0.613,452,237,215,0.524336283,0.475663717,46.2,17.9,33.2,8.4,0.462,0.179,0.332,0.084
17,8383,8,Census Tract 8383,8,17031838300,,838300,31,0.51,487,0,487,0,1,36.1,51.3,10.5,23.8,0.361,0.513,0.105,0.238
17,8386,29,Census Tract 8386,29,17031838600,,838600,31,0.441,457,61,396,0.133479212,0.866520788,3.1,96.9,0,3.1,0.031,0.969,0,0.031
17,8387,29,Census Tract 8387,29,17031838700,,838700,31,0.654,1248,296,952,0.237179487,0.762820513,0.9,99.1,0,0.9,0.009,0.991,0,0.009
17,8388,51,Census Tract 8388,51,17031838800,,838800,31,0.477,994,464,530,0.466800805,0.533199195,24,44.1,0,52.4,0.24,0.441,0,0.524
17,8390,32,Census Tract 8390,32,17031839000,,839000,31,0.482,2933,1761,1172,0.600409137,0.399590863,67.8,16.6,13.7,0.8,0.678,0.166,0.137,0.008
17,8391,32,Census Tract 8391,32,17031839100,,839100,31,0.464,1487,637,850,0.428379287,0.571620713,72.8,9.3,13.2,4.1,0.728,0.093,0.132,0.041
17,8392,35,Census Tract 8392,35,17031839200,,839200,31,0.434,1403,659,744,0.469707769,0.530292231,13.6,76.8,5.9,2.3,0.136,0.768,0.059,0.023
17,8395,35,Census Tract 8395,35,17031839500,,839500,31,0.592,865,309,556,0.357225434,0.642774566,4.7,95.3,0,0,0.047,0.953,0,0
17,8396,35,Census Tract 8396,35,17031839600,,839600,31,0.523,833,349,484,0.418967587,0.581032413,2.4,93.9,0,5.4,0.024,0.939,0,0.054
17,8397,60,Census Tract 8397,60,17031839700,,839700,31,0.519,1714,901,813,0.525670945,0.474329055,64.6,1.5,18.8,23.7,0.646,0.015,0.188,0.237
17,8398,60,Census Tract 8398,60,17031839800,,839800,31,0.434,1201,441,760,0.367194005,0.632805995,60.2,0,21.9,27.6,0.602,0,0.219,0.276
17,8399,60,Census Tract 8399,60,17031839900,,839900,31,0.456,1502,865,637,0.575898802,0.424101198,71.6,0.7,11.2,24,0.716,0.007,0.112,0.24
17,8400,60,Census Tract 8400,60,17031840000,,840000,31,0.466,1042,672,370,0.644913628,0.355086372,68.1,0,31.1,8,0.681,0,0.311,0.08
17,8401,60,Census Tract 8401,60,17031840100,,840100,31,0.373,994,385,609,0.387323944,0.612676056,34.8,0,56,15.3,0.348,0,0.56,0.153
17,8402,60,Census Tract 8402,60,17031840200,,840200,31,0.386,769,578,191,0.751625488,0.248374512,38.6,1.6,50.5,10.5,0.386,0.016,0.505,0.105
17,8403,59,Census Tract 8403,59,17031840300,,840300,31,0.347,1129,680,449,0.602302923,0.397697077,47.7,0,14.1,67.8,0.477,0,0.141,0.678
17,8404,59,Census Tract 8404,59,17031840400,,840400,31,0.464,1112,755,357,0.678956835,0.321043165,47.2,0,28.1,32.5,0.472,0,0.281,0.325
17,8407,30,Census Tract 8407,30,17031840700,,840700,31,0.446,848,228,620,0.268867925,0.731132075,60.5,0,0,94.3,0.605,0,0,0.943
17,8408,30,Census Tract 8408,30,17031840800,,840800,31,0.412,832,284,548,0.341346154,0.658653846,41,0,0,93.3,0.41,0,0,0.933
17,8410,33,Census Tract 8410,33,17031841000,,841000,31,0.632,394,113,281,0.28680203,0.71319797,12.2,79.2,8.6,0,0.122,0.792,0.086,0
17,8411,34,Census Tract 8411,34,17031841100,,841100,31,0.522,2520,1235,1285,0.490079365,0.509920635,8.3,4.8,85.4,0.4,0.083,0.048,0.854,0.004
17,8412,31,Census Tract 8412,31,17031841200,,841200,31,0.44,1489,510,979,0.342511753,0.657488247,54.1,3.2,0,76.6,0.541,0.032,0,0.766
17,8413,31,Census Tract 8413,31,17031841300,,841300,31,0.412,1567,525,1042,0.335035099,0.664964901,42.8,1.9,0,74,0.428,0.019,0,0.74
17,8414,29,Census Tract 8414,29,17031841400,,841400,31,0.465,469,101,368,0.215351812,0.784648188,5.8,89.1,0,5.1,0.058,0.891,0,0.051
17,8415,29,Census Tract 8415,29,17031841500,,841500,31,0.536,778,132,646,0.16966581,0.83033419,0,100,0,0,0,1,0,0
17,8416,29,Census Tract 8416,29,17031841600,,841600,31,0.418,282,72,210,0.255319149,0.744680851,0,100,0,0,0,1,0,0
17,8417,30,Census Tract 8417,30,17031841700,,841700,31,0.54,584,121,463,0.207191781,0.792808219,17.5,61.6,0,35.6,0.175,0.616,0,0.356
17,8418,69,Census Tract 8418,69,17031841800,,841800,31,0.515,1032,523,509,0.506782946,0.493217054,1,97.4,0,1.5,0.01,0.974,0,0.015
17,8419,28,Census Tract 8419,28,17031841900,,841900,31,0.44,1525,1079,446,0.707540984,0.292459016,59.3,12.5,20.5,10.6,0.593,0.125,0.205,0.106
17,8420,35,Census Tract 8420,35,17031842000,,842000,31,0.477,417,254,163,0.60911271,0.39088729,15.8,68.6,12.5,0,0.158,0.686,0.125,0
17,8421,23,Census Tract 8421,23,17031842100,,842100,31,0.542,1831,788,1043,0.43036592,0.56963408,15.7,62.9,0.6,32.1,0.157,0.629,0.006,0.321
17,8422,8,Census Tract 8422,8,17031842200,,842200,31,0.545,1226,400,826,0.326264274,0.673735726,49.1,46.1,3.2,1.7,0.491,0.461,0.032,0.017
17,8423,24,Census Tract 8423,24,17031842300,,842300,31,0.487,1570,912,658,0.58089172,0.41910828,69.8,19.8,5.9,3.2,0.698,0.198,0.059,0.032
17,8424,44,Census Tract 8424,44,17031842400,,842400,31,0.511,1490,839,651,0.563087248,0.436912752,0.6,97.9,1.5,0.6,0.006,0.979,0.015,0.006
17,8425,69,Census Tract 8425,69,17031842500,,842500,31,0.485,830,127,703,0.153012048,0.846987952,0,95.1,0,2.3,0,0.951,0,0.023
17,8426,61,Census Tract 8426,61,17031842600,,842600,31,0.423,1340,781,559,0.582835821,0.417164179,82.1,0,8.1,20,0.821,0,0.081,0.2
17,8428,58,Census Tract 8428,58,17031842800,,842800,31,0.405,1959,787,1172,0.401735579,0.598264421,54.3,0,0,82.4,0.543,0,0,0.824
